祥云天都世纪大厦 7号线沙尾地铁站!温馨3房安静，双阳台，业主急售,3室2厅,89.86平米,福田,560
嘉南美地 嘉南美地 精装小户型,2室1厅,48.4平米,南山,340
碧景园 精装两房，居家装修，安静楼层，干净整洁。,2室2厅,73.68平米,福田,580
金海岸大厦 南山区正中域位置金海岸大厦一房一厅,1室1厅,43.09平米,南山,358
梦想家园 来福士对面 标准一房一厅出售  ,1室1厅,42.77平米,南山,340
南海玫瑰园二期  精致装修 2室诚心在卖,2室2厅,80.9平米,南山,880
中旅广场 南北通透两房 东南朝向 看房方便,2室2厅,80.1平米,南山,600
大陆庄园 户型方正大三房两卫 诚心出售 ,3室2厅,98.77平米,南山,550
星海名城三期 精装大三房 地铁物业 厅出大阳台 高层采光通透,4室2厅,116.43平米,南山,928
香山里二期 高层， 彩光通风对流 5房两厅3卫 随时看房,5室2厅,174.53平米,南山,1400
金色家园 精装三房两厅  看小区景观   2号和9号线,3室2厅,86.86平米,福田,750
景城府 三房两厅   业主诚心出售  看房方便,3室2厅,115平米,福田,1100
四季山水花园二期 大四房两卫半山豪宅车位充足诚心卖,5室2厅,174.52平米,福田,1820
新浩城花园二期 近地铁物业，4房2厅1厨2卫，看园林景观,4室2厅,149平米,南山,1300
汇园雅居 汇园雅居科技园 户业主急售环境好走路上班,4室2厅,98平米,南山,750
翰岭院 采光通风，非常好，看房方便，提前约,3室2厅,83.99平米,福田,620
海悦华城 福田口岸正对面 过关方便 刚需小三房 东南向看香港,3室2厅,77平米,福田,470
新一代国际公寓 沃尔玛旁 精装一室 价格可以谈 业主诚心出售 ,1室1厅,36.25平米,南山,300
后海花园 3室2厅1厨1卫 91.3m² 满五就一套,3室2厅,91.3平米,南山,599
益田豪园居 3室2厅1厨2卫 120.23m²过二年,3室2厅,120.23平米,福田,800
青春家园 3室2厅0厨0卫 90.23m² 满五年,3室2厅,90.36平米,南山,765
安栢丽晶 高楼层  东南向大三房 温馨干净 停车方便,3室2厅,125.56平米,福田,1160
南水小区  精致装修 1室诚心放卖,1室0厅,32.53平米,南山,230
中信红树湾 户型好，采光好！价格少，随时看房,4室2厅,163.59平米,南山,1900
绿景新美域 业主诚心出售，四房两卫 税费少性价比高，看房方便,4室2厅,116平米,福田,1000
绿景蓝湾半岛 蓝湾半岛 高端品质小区 深圳十大美丽家园 车位充足,3室2厅,104.3平米,福田,760
中海丽苑 花园小区 小高层正规两房 业主诚售,2室2厅,71.98平米,南山,595
供电大厦 福田CBD，大2房，业主诚心出售，空着卖,2室2厅,81.68平米,福田,385
金色家园 刚需三房南向满五年的物业,3室2厅,108.31平米,福田,880
阳光里雅居 业主诚心卖，超高实用率 正两房,3室2厅,66.98平米,南山,650
荔林春晓 精装修三房，出行方便，配套完善,3室2厅,111.53平米,南山,1150
新德家园 前海自贸区 精装小户型  安静不吵  业主诚心出售,1室0厅,29.11平米,南山,256
景新花园 莲花山下 满五年一套房税费少、双地铁物业！,2室2厅,76.33平米,福田,500
东方美地苑 南头低价格房 金楼层 总价格低 租金高  看房方便,1室0厅,23.08平米,南山,160
水湾1979 高层海景房，业主诚心卖！,2室2厅,169.69平米,南山,1700
绿海名都 业主自住三房精装修 带私家露台60平 看花园安静,3室2厅,73.92平米,南山,858
盛世家园二期 盛世二期 三房  南向看莲花山景观  业主诚心出售,3室2厅,87.01平米,福田,768
嘉洲豪园三期 安静看高尔夫全景，双阳台的户型,2室2厅,76.54平米,福田,499
龙城花园大厦 精装三房 高楼层 户型方正 业主诚售,2室2厅,72.74平米,南山,508
半岛城邦二期 高层豪装，全海景，保养好，原始格局可做5房,3室2厅,176.86平米,南山,1850
皇御苑一期 红本在手，住家装修，好视野,2室2厅,69.59平米,福田,438
梅林苑 业主诚售小区好安静居家,3室2厅,74.27平米,福田,430
景新花园 莲花山脚下 温馨两房 业主两年前全新装修 拎包入住,2室2厅,77.96平米,福田,530
合正园 标准大二房出售,2室2厅,82平米,福田,460
云海天城世家 标准两房出售 ，房子保养的很好  诚心出售,2室2厅,75.92平米,南山,610
联合医院宿舍 精装三房 南北通透 满五唯 一 红本在手 育才二中,3室2厅,90.5平米,南山,628
南海玫瑰园二期 高层看无遮挡全海景，装修保养好，诚售,2室2厅,80平米,南山,980
绿景蓝湾半岛 前排单位 目前同户型性价比较高一套靓房源,3室2厅,122.09平米,福田,950
湖滨花园(南山区) 华侨城大2房，海景房，学校就在旁边，旁边生态广场,2室2厅,115.94平米,南山,900
水榭花都二期 精装修 安静 双大阳台 看园林景观,5室2厅,190.94平米,福田,3300
景城府 带80平大花园 大三房两厅 诚售900万 店长推荐,3室2厅,102平米,福田,960
金地海景花园B区 福田实惠大户型 1000万出头买安静豪宅小区六房,6室2厅,173.21平米,福田,1050
花好园 经典两房   高层南向端头位户型 采光通风好,2室1厅,56.1平米,福田,490
雷圳0755 2室2厅0厨0卫80.84m²满五,3室2厅,80.84平米,南山,710
特皓山庄 双地铁 安静，楼梯房使用面积大，一梯两户。,3室1厅,81.76平米,福田,410
前海花园一期 2室2厅1厨1卫 75.0m² 精致装修,2室2厅,74.96平米,南山,510
怡和楼 大金沙旧改，楼下上沙地铁站，厅出阳台采光好,3室2厅,45.02平米,福田,350
中海丽苑 安静看花园厅出阳台标准２房　红本无税看房方便,2室2厅,74.21平米,南山,538
港城华庭 港城华庭      千亿河套开发,3室2厅,69.17平米,福田,480
西海明珠花园 深大对面，标准两房户型，安静看花园，业主诚心卖,2室2厅,63.47平米,南山,590
中新街 中新街 位置在沃尔玛旁边 户型方正 南北通 ,2室2厅,55.52平米,南山,430
百富大厦 来福士旁边 地 铁口物业 实用两房  业主诚心卖,2室2厅,70.25平米,南山,506
紫荆苑 紫荆苑 南北通透大五房诚心放售 车位充足,5室2厅,235.99平米,福田,1600
景龙大厦 福外无占用 莲花山旁 高楼层大三房已改四房,4室2厅,103.27平米,福田,670
阳光粤海 系统会自动在标题前加入小区名称,3室2厅,88平米,阳光粤海,960
首地容御 首地荣誉大面积单证满二毛坯出售,4室2厅,204.02平米,南山,1850
润丰园  东南向莲花山景 高楼层无遮挡 北环未占用,2室2厅,90.02平米,福田,536
华盛领寓 高赠送 送入户加二楼房间 低于市场价,3室2厅,59.36平米,福田,660
高发城驰苑 福田皇岗 高发城驰精装两房 近地铁7号线皇岗站,2室1厅,55.12平米,福田,420
鼎太风华六期 大南山前海少有大社区精装三房，小区环境很好,3室2厅,89.84平米,南山,930
新天世纪商务中心 大1房1厅 可以办公,2室1厅,78.45平米,福田,500
金地海景花园B区 3室2厅1厨2卫，南北通透，无个税,3室2厅,112.11平米,福田,800
阳光海景豪苑 精装修两房 近科技园 户型方正 通风采光好,2室2厅,57平米,南山,480
海晖大厦 南北通透户型方正使用 9号线地铁满五年税费少,3室2厅,96.23平米,南山,550
全海花园 舒适宜居 居家氛围浓厚 税费少,3室2厅,92平米,福田,698
合正名园 2房2厅格局不错,2室2厅,83平米,福田,590
鼎太风华六期 满五年精装修两房，出行方便，配套完善,2室2厅,78.43平米,南山,735
天健铂庭 2012年次新小区 停车位充足 舒适宜居 ,4室2厅,54平米,福田,650
时尚新天地 景田地铁站 小户型住宅 1房1厅,1室1厅,39.02平米,福田,290
豪方天际 精致实用三房 门口公园地铁 南山实验九年一贯制,3室2厅,74.44平米,南山,720
丽阳天下名苑 2房2厅，东南向，看房方便,2室2厅,65.84平米,福田,620
汉京山 大南山脚下复式三房，南北通透户型！楼下地铁站沃尔玛,4室2厅,89.38平米,南山,818
京基滨河时代广场 地铁无缝对接，精装一居室，户型方正实用。,1室1厅,42平米,福田,360
纯海岸雅居 东南向看深圳湾海景带南外学 位的房源出售，诚心卖。,2室2厅,85.24平米,南山,1195
御景华城 楼下地铁7号线光线好户型正自住精装,2室2厅,64.57平米,福田,430
中旅国际公馆二期 房子中高楼，采光无遮挡，通风透气户型好。,3室2厅,117.72平米,福田,2100
景城府 花园社区，大三房880万，安静，荔园外国语，车位足,3室2厅,104.27平米,福田,880
嘉洲豪园三期 送大露台户型，红本在手，业主同层2套出售,2室1厅,82.28平米,福田,520
兰溪谷二期 标准两房 看山景 装修保养很好 业主诚心出售,2室2厅,88平米,南山,950
汇景豪苑 深大 单价低，通透采光大四房，户型好适居住此房,5室2厅,176.52平米,南山,1000
皇城广场 2室1厅1厨1卫 60.0m² 普通装修,2室1厅,60.38平米,福田,340
福海苑 地铁物业南山实验学·····区大三房高实用,2室2厅,61.33平米,南山,400
桂花苑 高层大三房景观好  满五年 红本在手,3室2厅,132平米,南山,860
万象新园 南山区  地段好精装大两房  ,2室2厅,78.46平米,南山,590
鸿洲文鼎 南头片区 精装两房 配套成熟 一手业主换房降价急售,2室1厅,62.73平米,南山,450
莲花北村 公务员社区 临莲花山 大社区 住家舒适,3室2厅,67.8平米,福田,550
熙园 安静南北通透5居、通风采光好、方正实用居家装修,5室2厅,220.69平米,福田,3600
皇庭彩园 双地铁线物业，高楼层两房，户型方正，双阳台,2室2厅,57.9平米,福田,405
雨田村二期 莲花山边春色早南北通透大三房使用率达90,2室0厅,96平米,福田,665
中信海阔天空 3室2厅1厨1卫 126.57m² 满五年,3室2厅,126.57平米,南山,1500
阳光棕榈园三期 前海自贸区两房两厅成熟小区物管 户型方正 。,2室2厅,76.21平米,南山,630
中熙君南山 中熙君南山 139平平层大4房 精装修 带实验学校,4室2厅,139.18平米,南山,1500
鹏都大厦 鹏都大厦精装两房，业主诚心出售，看房方便,3室2厅,113.7平米,南山,700
心语雅园 精装修一房，出行方便，配套完善,1室1厅,39.73平米,南山,340
韵动领地 大一房一厅出售！南向带阳台采光好，安静，生活便利！,1室1厅,56.15平米,福田,310
城投青莲公寓 莲花山脚 34.87平1房1厅  4号线莲花北,1室1厅,34.87平米,福田,280
阳光棕榈园二期 高档花园式社区 阳光棕榈园精装修4房、业主诚心出售,4室2厅,110平米,南山,819
泛海拉菲花园二期 前海自贸区 精 致大两房 可做标准三房两厅,2室2厅,89平米,南山,870
愉康大厦 双地铁物业，大三房，高楼层，看房方便,3室2厅,102.7平米,南山,600
香雅园 房源点评 填写 3 项房评,2室2厅,64.08平米,福田,870
宣嘉华庭 双口岸 三地铁物业 花园小区 业主诚心出售看房方便,3室2厅,100.21平米,福田,620
合正香蜜原著 合正香蜜原著豪装四房，高层景观无遮挡，业主诚心出售,4室2厅,128.44平米,福田,1950
名家富居 花园社区 高楼层两房 带麒麟实验中小学 满五惟一,2室2厅,75平米,南山,770
湾厦海境界 必看房源 正规四房两卫 湾厦地铁A出口 看房有钥匙,4室2厅,144平米,南山,1500
福景大厦 东北向三房可以每天迎着太阳的升起。叫醒梦中的你。,3室2厅,99.55平米,福田,750
联发大楼 3室2厅0厨0卫 81.54m² 普通装修,3室2厅,81.54平米,南山,520
新德家园 前海实用小两房，朝向采光好，费用少，即买即住,2室2厅,47.23平米,南山,390
海滨广场 方正大3房，景观房，视野无遮挡，税费少，诚心出售,3室2厅,110平米,福田,500
华润深圳湾悦府 4室2厅0厨2卫235.0m²精致装修,4室2厅,235平米,南山,5300
嘉洲豪园一期 一楼复式5房，业主自住，装修保养好，看房方便 ,6室2厅,264.18平米,福田,1980
阳光棕榈园三期 精装修三房，出行方便，配套完善,3室2厅,116.35平米,南山,872
集华花园 大三房 诚意出售,3室2厅,99.56平米,福田,550
香榭里花园一期 精装修西南向采光好小区绿化高住家舒适,3室2厅,135.2平米,福田,1590
廊桥国际 高楼层两房 看花园景观,2室2厅,84.23平米,福田,700
五洲星苑 福田高铁站旁  温馨一居室 配套成熟 诚心出售,1室0厅,40.82平米,福田,295
金地名津 金地名津  精装2房   百亿河套开发,2室2厅,61平米,福田,310
瑞达苑 自住豪装3房，满5年且免个税,3室2厅,96.34平米,福田,590
方鼎华庭 中山公园旁  经典1房1厅户型  09年花园小区,1室1厅,39.09平米,南山,340
梅林一村 梅林一寸 住家三房看梅林山景 一手业主满五年了 税,3室2厅,90平米,福田,560
京基滨河时代广场 好房推荐！！中层西南看海一房，全家私保养好，诚售！,1室1厅,43.04平米,福田,350
海印长城小区 海印长城大两房业主诚意出售,2室2厅,84.17平米,南山,850
祥韵苑 石厦好地段 价格优惠 户型实用 交通便利,1室1厅,54.24平米,福田,435
"阳光粤海 毛坯三房，可随心装修,房本在手无欠款",3室2厅,95.27平米,阳光粤海,1030
海晖大厦 3室2厅1厨2卫 95.87m² 精致装修,3室2厅,95.87平米,南山,520
金海燕花园 明德实验学校，四房结构，高使用率，看房方便,4室2厅,127平米,南山,980
缔馨园 朝南一房，户型方正，看房方便,1室1厅,42.28平米,福田,400
桃花园二期 精装三房，阳台看花园，安静园林小区,3室2厅,98.97平米,南山,920
学府花园 花园社区 红本税费少 不临街朝南安静 双地 铁口,3室2厅,93.8平米,南山,680
栖游家园 栖游家园 东角头旁精装2房诚意出售,2室2厅,57.47平米,南山,460
江南名苑 江南名苑 131平  3房高层 价格835 ,3室2厅,131平米,福田,835
滨福广场 南山高新外国语低总价两居室、诚心出售,2室2厅,70平米,南山,850
学林雅院 朝南大两房，诚心出售,2室2厅,69.03平米,南山,610
安栢丽晶 27楼、南北通透4房、豪装、看高尔夫景、安静,4室2厅,151平米,福田,1300
城中雅苑 城中雅苑东南3房，红本在手看房方便,3室1厅,114.79平米,福田,950
时代华庭 时代华庭 南向三房 带平台 高楼层 红本五年,3室2厅,105平米,福田,698
阳光棕榈园三期 大花园社区安静带大平台看房方便精装红本在手,3室2厅,111.82平米,南山,1100
南山豪庭 人车分流社区 花园中间 精装大两房  近科技园,2室2厅,81.02平米,南山,550
汇金家园 大两房 带园丁实验学校 中山公园地铁12号线 诚心,2室2厅,72平米,南山,520
绿海名都 地铁1号线大新站，安静小区，看房方便,2室1厅,39.85平米,南山,325
居雅苑 福外南校区 未占用 使用率高 地铁旁 安静住家,3室2厅,120平米,福田,760
阳光棕榈园一期 满五年精装修四房，出行方便，配套完善,4室2厅,109.76平米,南山,748
南方国际广场 双地铁，有学 位，看房有钥匙，满五年家庭一套住房,2室2厅,86.8平米,福田,610
香珠花园 新出房源 1房1厅1厨1卫 看房方便有钥匙 ,1室1厅,57.24平米,福田,770
荔枝苑 华侨城好位置，看房方便，业主很配合，诚信放卖。,2室2厅,73.1平米,南山,550
港城华庭 港城华庭   一河之隔往来香港,3室2厅,69平米,福田,465
锦洲花园 锦洲花园，南北通透三房，满5年，看房方便。,3室2厅,91.39平米,福田,540
金色家园 大三房两厅 南向  福田科技中学及景秀小学,3室2厅,108平米,福田,850
前海宜家 满五年、无个税、红本在手、精装一房、南海中学,1室0厅,30.3平米,南山,260
锦文阁大厦 1房放售 ， 业主诚心出售,1室1厅,62平米,福田,400
福兴花园二期 2室2厅1厨1卫 81.97m² 满五,2室2厅,81.97平米,福田,475
金地国际公寓 商端位，厅出阳台，红本在手,3室2厅,88平米,南山,750
京光海景花园 2室2厅1厨1卫 97.27m² 满五,2室2厅,97.27平米,京光海景花园 (南海时光道),620
梦想家园 2室2厅1厨1卫 63.61m² 满五 标准两房,2室2厅,63.66平米,南山,480
香山里一期 中间楼层，看高尔夫，有钥匙随时看房,4室2厅,173.07平米,南山,1450
彩福大厦 福田CBD一房出售  楼下就是1号线 看房方便,1室1厅,51.76平米,福田,290
创世纪滨海花园 满五年精装修三房，出行方便，配套完善,2室2厅,91.01平米,南山,790
金地香蜜山 高层无遮挡看香蜜公园全景业主诚心,3室2厅,134.49平米,福田,1300
半岛城邦一期 精装实用2房2厅满2年红本在手税少,2室2厅,86.39平米,南山,900
大冲城市花园A区 南山外国语科华学校 全新精装修大三房 看房方便,3室2厅,125平米,南山,1700
麒麟花园二期 满五年精装修三房，出行方便，配套完善,3室2厅,106.76平米,南山,1150
"新浩城花园一期 3室2厅1厨，精致装修,南北通透，安静，带明德学校",3室2厅,108.76平米,南山,950
国都高尔夫花园一期 福田CBD区 600万 3房 安静 看房便,3室2厅,93.6平米,福田,608
南溪新苑 看房方便，新装修，红本在手，免豪宅税,3室2厅,108平米,福田,650
侨城豪苑二期 白石洲地铁，户型方正，厅出阳台,2室2厅,75.77平米,南山,520
花好园 红本一房一厅诚意出售  看城市景观 随时看房,1室1厅,39.04平米,福田,330
阳光棕榈园二期 前海明星社区 满五年 免个税 交通便利 安静不吵,2室2厅,79.39平米,南山,600
厚德品园 装修好住家安静四房，视野好看深大全景,3室2厅,75.72平米,南山,900
绿景新美域 绿景花园二期1室1厅44.28m² 满五年,1室1厅,44.28平米,福田,345
好来居 南山大道品质小区好来居，精装复试一居,1室1厅,39.66平米,南山,350
佳嘉豪苑 2室2厅0厨0卫 80.0m² 精致装修,2室2厅,77.87平米,南山,695
TT国际公寓 TT国 际带荔园外国语小学 交通位置好看房约诚意售,1室1厅,42.29平米,福田,330
丽阳天下名苑 高层精致装修户型方正看房方便,1室0厅,32.01平米,福田,330
福海苑 无税精装修一房，出行方便，配套完善,1室0厅,23.45平米,南山,172
荔园大厦 业主已经买房，楼下就是南山地 铁口，带海滨实验学校,3室2厅,97平米,南山,540
皇庭世纪花园 福田大花园社区户型方正安静东南向,3室2厅,105平米,福田,850
栖游家园 2室2厅1厨1卫 57.47m² 精致装修,2室2厅,57.47平米,南山,470
皇庭世纪花园 高楼层 看会展 精装两房 厅出阳台,2室0厅,58平米,福田,480
云栖西岸 前海自贸区云栖西岸精装两房费率少业主诚售,2室2厅,43.87平米,南山,500
锦绣花园二期 楼层佳，270度华侨城景观，南看海景，西看锦绣中华,4室2厅,177.19平米,南山,1380
嘉洲豪园三期 住家花园式小区，带游泳池，红本满五年，交通便利,2室2厅,66.78平米,福田,460
莲花北村 业主急需资金周转、诚心出售此物业,3室2厅,75.13平米,福田,620
合正名园 大一房一厅，可以改两房，户型方正实用,1室1厅,65.47平米,福田,460
友邻公寓 南二外双学校两房，精装修，看房方便,1室1厅,38.31平米,南山,370
星海名城三期 星海名城两房出售，大型社区，配套齐全,2室2厅,76.76平米,南山,600
前海枫叶大厦 精装公寓不限购复式三房业主急售,3室2厅,55平米,前海枫叶大厦,470
香山里一期 满五，红本在手，户型方正拎包入住，看房方便,3室2厅,162平米,南山,1220
金域蓝湾二期 精装3+1房 业主自住居家优选,4室2厅,149.48平米,福田,1300
红树绿洲 高层景观小两房，小区安静，看房方便,2室2厅,59.07平米,福田,466
雅仕荔景苑 新出一房一厅 小区就这一套在卖  近地 铁 口,1室1厅,41.63平米,南山,390
嘉葆润金座 看房方便，业主诚心卖有钥匙,2室1厅,28平米,福田,260
丽湾国际公寓 丽湾商务公寓 门口地铁站公交站 前海自贸区核,1室2厅,40.42平米,南山,235
创世纪滨海花园 花园大社区   带南二外学府  安静  看房方便,3室2厅,90.86平米,南山,800
朗庭豪园 低总价，带福田外国语学校,2室2厅,72.23平米,福田,480
中海华庭 精致装修 大三房 看花园景观 有匙即看,3室2厅,119平米,福田,1200
天安高尔夫花园三期 福田车公庙大型花园，高尔夫景观，红本满五典藏出售！,4室2厅,230.95平米,福田,2300
祥云天都世纪大厦 福田新洲 祥云天都一房 进地铁7号线 看房方便,1室1厅,50.05平米,福田,335
水榭花都二期 香蜜湖 精装4房 高层一线湖景 通风采光佳,4室2厅,203平米,福田,3800
京基滨河时代广场 好房推荐！！高层西南向海景一房，高租，可托管酒店。,1室1厅,43平米,福田,340
荔雅居 花园社区 安静不吵南二外学府中学  业主诚售,3室2厅,92.11平米,南山,680
建业小区 业主换房急售近地铁站户型方正安静，真实照片,3室2厅,61.1平米,福田,670
金众小区 2室2厅 业主诚心卖 看房方便,2室2厅,81.21平米,福田,640
蓝宝石家园 精装二房  出行购物方便,2室2厅,76.01平米,福田,498
星海名城一期 满两年 红本在手 户型方正 看房有钥匙,3室2厅,100.42平米,南山,730
前海枫叶大厦 精装复式三房，近11号线南山地铁站，出行方便快捷。,3室2厅,47.55平米,前海枫叶大厦,430
梅林一村 梅林一村十三区，东南向，高楼层，诚心卖,3室2厅,90平米,福田,720
泛海城市广场 前海自贸区 精 致两房 高楼层低总价,2室2厅,53平米,南山,320
东组团 户型很好楼层好 位置很好 看房方便 业主急卖,3室2厅,89.44平米,南山,630
红树家邻 户型方正，正规2室1厅,2室1厅,50.58平米,福田,375
嘉洲豪园三期 嘉洲豪园3期安静北向实用3房看房方便。,3室2厅,84.41平米,福田,530
云海天城世家 全新装修 很通风 打通生活阳台增加套内面积,3室2厅,99平米,南山,760
花园城一期 蛇口自贸区育才学校精装两房有钥匙 看房方便,2室2厅,78.86平米,南山,698
御景东方花园 御景东方东南向视野好景观一流业主诚心卖房子,4室3厅,196平米,南山,2300
花好园 B栋看花园带阳台单房，安静，户型方正,1室0厅,29.17平米,福田,245
润丰园 润丰园高层大三房出售有钥匙看房方便，仅售650万,3室2厅,115.57平米,福田,650
锦绣花园三期 朝向好 安静 花园景观 买来即可入住 看房方便,5室2厅,170平米,南山,2000
盛景国际 新出房源 单身公寓 业主诚心卖 看房方便,1室0厅,29.48平米,福田,200
中城天邑 看房方便，有钥匙，中楼层,2室1厅,47.6平米,福田,420
南新苑 南山地铁站 精装纯美温馨二房 户型保养好 无税,2室2厅,70平米,南山,465
观峰阁  实验學位大2房 临前海世贸金融 5号线荔湾站,2室2厅,68平米,南山,500
祥祺苑 精装172复式南北通透、带天台花园、看房方便,5室3厅,172.31平米,南山,999
安峦公馆 4室2厅1厨2卫 127.0m² 精致装修,4室2厅,127平米,福田,1900
金海湾花园 金地物业，安全质量更高。全采光三室两厅。业主有心卖,3室2厅,106平米,福田,750
汉京山 2室1厅1厨2卫57.67m²精致装修,2室1厅,57.67平米,南山,530
新一代国际公寓 采光通透，装修现代年轻，利用率极高,2室1厅,37.86平米,南山,380
荔林苑 新出房源精装修业主诚心卖看房方便。,4室2厅,109.66平米,福田,1260
天安高尔夫花园二期 俯视高尔夫全景，小区环境优美，户型方正。大三房。,3室2厅,100平米,福田,1500
蓝天绿都 笔架山公园旁，安静小区看房方便。,3室2厅,78.87平米,福田,428
海景花园 3室2厅1厨2卫117.0m²普通装修,3室2厅,117.15平米,南山,850
金地国际公寓 科技园 居家三房 大阳台 正南正北,3室1厅,83平米,南山,730
七街公馆 七街公馆户型方正带福外诚心出售！,1室1厅,43.6平米,福田,280
栖游家园 近地铁 大两房 精装修 能看海 看房预约,2室1厅,74平米,南山,645
金海湾花园 方正海景三房业主诚心出售,3室2厅,138平米,福田,1150
伟柏花园 福田双口岸，万科物业，实用2房，诚心出售,2室2厅,65.63平米,福田,365
四海公寓 高楼层看海景  三房朝南两卫 业主急售 ,3室1厅,88.4平米,南山,680
豪方悠然居 蛇口自贸区 育才学校精装三房朝南,3室2厅,101.38平米,南山,860
嘉洲豪园三期  周边2房价格买三房 可买2套， 一套出租一套自用,2室1厅,86.46平米,福田,550
